type of use,quarter,"Constant prices, reference year 2025, SEK million"
- Gross domestic final expenditure,1993K3,770118
- Gross domestic final expenditure,1993K4,897762
- Gross domestic final expenditure,1994K1,832882
- Gross domestic final expenditure,1994K2,866804
- Gross domestic final expenditure,1994K3,798184
- Gross domestic final expenditure,1994K4,945266
- Gross domestic final expenditure,1995K1,867709
- Gross domestic final expenditure,1995K2,882271
- Gross domestic final expenditure,1995K3,817170
- Gross domestic final expenditure,1995K4,964493
- Gross domestic final expenditure,1996K1,893020
- Gross domestic final expenditure,1996K2,883773
- Gross domestic final expenditure,1996K3,829367
- Gross domestic final expenditure,1996K4,971322
- Gross domestic final expenditure,1997K1,872633
- Gross domestic final expenditure,1997K2,923115
- Gross domestic final expenditure,1997K3,852631
- Gross domestic final expenditure,1997K4,999041
- Gross domestic final expenditure,1998K1,925373
- Gross domestic final expenditure,1998K2,958342
- Gross domestic final expenditure,1998K3,891046
- Gross domestic final expenditure,1998K4,1042379
- Gross domestic final expenditure,1999K1,956381
- Gross domestic final expenditure,1999K2,986991
- Gross domestic final expenditure,1999K3,922195
- Gross domestic final expenditure,1999K4,1084679
- Gross domestic final expenditure,2000K1,996983
- Gross domestic final expenditure,2000K2,1047806
- Gross domestic final expenditure,2000K3,972104
- Gross domestic final expenditure,2000K4,1111436
- Gross domestic final expenditure,2001K1,1038565
- Gross domestic final expenditure,2001K2,1048693
- Gross domestic final expenditure,2001K3,961577
- Gross domestic final expenditure,2001K4,1106023
- Gross domestic final expenditure,2002K1,1027422
- Gross domestic final expenditure,2002K2,1069999
- Gross domestic final expenditure,2002K3,982832
- Gross domestic final expenditure,2002K4,1127932
- Gross domestic final expenditure,2003K1,1053904
- Gross domestic final expenditure,2003K2,1076562
- Gross domestic final expenditure,2003K3,991525
- Gross domestic final expenditure,2003K4,1144179
- Gross domestic final expenditure,2004K1,1058160
- Gross domestic final expenditure,2004K2,1097506
- Gross domestic final expenditure,2004K3,1017080
- Gross domestic final expenditure,2004K4,1186531
- Gross domestic final expenditure,2005K1,1071068
- Gross domestic final expenditure,2005K2,1138174
- Gross domestic final expenditure,2005K3,1036864
- Gross domestic final expenditure,2005K4,1217845
- Gross domestic final expenditure,2006K1,1112686
- Gross domestic final expenditure,2006K2,1180220
- Gross domestic final expenditure,2006K3,1093144
- Gross domestic final expenditure,2006K4,1272622
- Gross domestic final expenditure,2007K1,1184101
- Gross domestic final expenditure,2007K2,1233242
- Gross domestic final expenditure,2007K3,1151940
- Gross domestic final expenditure,2007K4,1326296
- Gross domestic final expenditure,2008K1,1199643
- Gross domestic final expenditure,2008K2,1276226
- Gross domestic final expenditure,2008K3,1144132
- Gross domestic final expenditure,2008K4,1264221
- Gross domestic final expenditure,2009K1,1146695
- Gross domestic final expenditure,2009K2,1194792
- Gross domestic final expenditure,2009K3,1097326
- Gross domestic final expenditure,2009K4,1270455
- Gross domestic final expenditure,2010K1,1180121
- Gross domestic final expenditure,2010K2,1277696
- Gross domestic final expenditure,2010K3,1183748
- Gross domestic final expenditure,2010K4,1346973
- Gross domestic final expenditure,2011K1,1253736
- Gross domestic final expenditure,2011K2,1323729
- Gross domestic final expenditure,2011K3,1205278
- Gross domestic final expenditure,2011K4,1353414
- Gross domestic final expenditure,2012K1,1253607
- Gross domestic final expenditure,2012K2,1300403
- Gross domestic final expenditure,2012K3,1203218
- Gross domestic final expenditure,2012K4,1351509
- Gross domestic final expenditure,2013K1,1250275
- Gross domestic final expenditure,2013K2,1327497
- Gross domestic final expenditure,2013K3,1218098
- Gross domestic final expenditure,2013K4,1395596
- Gross domestic final expenditure,2014K1,1291056
- Gross domestic final expenditure,2014K2,1370238
- Gross domestic final expenditure,2014K3,1259528
- Gross domestic final expenditure,2014K4,1440742
- Gross domestic final expenditure,2015K1,1345284
- Gross domestic final expenditure,2015K2,1431535
- Gross domestic final expenditure,2015K3,1315940
- Gross domestic final expenditure,2015K4,1518546
- Gross domestic final expenditure,2016K1,1387673
- Gross domestic final expenditure,2016K2,1498756
- Gross domestic final expenditure,2016K3,1356125
- Gross domestic final expenditure,2016K4,1546865
- Gross domestic final expenditure,2017K1,1446306
- Gross domestic final expenditure,2017K2,1506388
- Gross domestic final expenditure,2017K3,1386454
- Gross domestic final expenditure,2017K4,1583576
- Gross domestic final expenditure,2018K1,1472103
- Gross domestic final expenditure,2018K2,1551959
- Gross domestic final expenditure,2018K3,1389520
- Gross domestic final expenditure,2018K4,1606660
- Gross domestic final expenditure,2019K1,1471919
- Gross domestic final expenditure,2019K2,1537252
- Gross domestic final expenditure,2019K3,1398470
- Gross domestic final expenditure,2019K4,1630657
- Gross domestic final expenditure,2020K1,1479678
- Gross domestic final expenditure,2020K2,1453546
- Gross domestic final expenditure,2020K3,1386261
- Gross domestic final expenditure,2020K4,1586040
- Gross domestic final expenditure,2021K1,1487758
- Gross domestic final expenditure,2021K2,1579569
- Gross domestic final expenditure,2021K3,1469492
- Gross domestic final expenditure,2021K4,1706523
- Gross domestic final expenditure,2022K1,1545646
- Gross domestic final expenditure,2022K2,1657645
- Gross domestic final expenditure,2022K3,1524139
- Gross domestic final expenditure,2022K4,1688448
- Gross domestic final expenditure,2023K1,1550996
- Gross domestic final expenditure,2023K2,1610464
- Gross domestic final expenditure,2023K3,1465127
- Gross domestic final expenditure,2023K4,1664701
- Gross domestic final expenditure,2024K1,1558805
- Gross domestic final expenditure,2024K2,1604848
- Gross domestic final expenditure,2024K3,1495177
- Gross domestic final expenditure,2024K4,1702402
- Gross domestic final expenditure,2025K1,1540006
- Gross domestic final expenditure,2025K2,1656035
- Gross domestic final expenditure,2025K3,1525392
- Gross domestic final expenditure,2025K4,1748272
- Gross domestic final expenditure,2026K1,1588893
Total final uses excl. changes in inventories,1980K1,NA
Total final uses excl. changes in inventories,1980K2,NA
Total final uses excl. changes in inventories,1980K3,NA
Total final uses excl. changes in inventories,1980K4,NA
Total final uses excl. changes in inventories,1981K1,791636
Total final uses excl. changes in inventories,1981K2,813937
Total final uses excl. changes in inventories,1981K3,741030
Total final uses excl. changes in inventories,1981K4,846755
Total final uses excl. changes in inventories,1982K1,810880
Total final uses excl. changes in inventories,1982K2,836257
Total final uses excl. changes in inventories,1982K3,751118
Total final uses excl. changes in inventories,1982K4,869330
Total final uses excl. changes in inventories,1983K1,824220
Total final uses excl. changes in inventories,1983K2,848557
Total final uses excl. changes in inventories,1983K3,767518
Total final uses excl. changes in inventories,1983K4,894045
Total final uses excl. changes in inventories,1984K1,872589
Total final uses excl. changes in inventories,1984K2,882612
Total final uses excl. changes in inventories,1984K3,795190
Total final uses excl. changes in inventories,1984K4,924852
Total final uses excl. changes in inventories,1985K1,884639
Total final uses excl. changes in inventories,1985K2,917419
Total final uses excl. changes in inventories,1985K3,833542
Total final uses excl. changes in inventories,1985K4,941408
Total final uses excl. changes in inventories,1986K1,904530
Total final uses excl. changes in inventories,1986K2,954304
Total final uses excl. changes in inventories,1986K3,864291
Total final uses excl. changes in inventories,1986K4,981395
Total final uses excl. changes in inventories,1987K1,945280
Total final uses excl. changes in inventories,1987K2,985312
Total final uses excl. changes in inventories,1987K3,891805
Total final uses excl. changes in inventories,1987K4,1038194
Total final uses excl. changes in inventories,1988K1,988165
Total final uses excl. changes in inventories,1988K2,1015122
Total final uses excl. changes in inventories,1988K3,912343
Total final uses excl. changes in inventories,1988K4,1060728
Total final uses excl. changes in inventories,1989K1,1017755
Total final uses excl. changes in inventories,1989K2,1058761
Total final uses excl. changes in inventories,1989K3,945331
Total final uses excl. changes in inventories,1989K4,1093320
Total final uses excl. changes in inventories,1990K1,1037298
Total final uses excl. changes in inventories,1990K2,1067796
Total final uses excl. changes in inventories,1990K3,954689
Total final uses excl. changes in inventories,1990K4,1080824
Total final uses excl. changes in inventories,1991K1,1023763
Total final uses excl. changes in inventories,1991K2,1053740
Total final uses excl. changes in inventories,1991K3,940198
Total final uses excl. changes in inventories,1991K4,1077303
Total final uses excl. changes in inventories,1992K1,1027428
Total final uses excl. changes in inventories,1992K2,1042922
Total final uses excl. changes in inventories,1992K3,938276
Total final uses excl. changes in inventories,1992K4,1033556
Total final uses excl. changes in inventories,1993K1,961895
Total final uses excl. changes in inventories,1993K2,1004115
Total final uses excl. changes in inventories,1993K3,931129
Total final uses excl. changes in inventories,1993K4,1072223
Total final uses excl. changes in inventories,1994K1,1010509
Total final uses excl. changes in inventories,1994K2,1045457
Total final uses excl. changes in inventories,1994K3,966861
Total final uses excl. changes in inventories,1994K4,1141874
Total final uses excl. changes in inventories,1995K1,1068424
Total final uses excl. changes in inventories,1995K2,1099011
Total final uses excl. changes in inventories,1995K3,1016225
Total final uses excl. changes in inventories,1995K4,1176879
Total final uses excl. changes in inventories,1996K1,1088019
Total final uses excl. changes in inventories,1996K2,1128755
Total final uses excl. changes in inventories,1996K3,1050975
Total final uses excl. changes in inventories,1996K4,1214784
Total final uses excl. changes in inventories,1997K1,1112549
Total final uses excl. changes in inventories,1997K2,1208747
Total final uses excl. changes in inventories,1997K3,1107596
Total final uses excl. changes in inventories,1997K4,1285451
Total final uses excl. changes in inventories,1998K1,1190610
Total final uses excl. changes in inventories,1998K2,1253172
Total final uses excl. changes in inventories,1998K3,1175721
Total final uses excl. changes in inventories,1998K4,1362789
Total final uses excl. changes in inventories,1999K1,1246381
Total final uses excl. changes in inventories,1999K2,1314082
